,ID,Income.Group
3491,36053,>50K
3492,36054,<=50K
3493,36055,<=50K
3494,36056,>50K
3495,36057,<=50K
3496,36058,<=50K
3497,36059,<=50K
3498,36060,<=50K
3499,36061,<=50K
3500,36062,<=50K
3501,36063,<=50K
3502,36064,<=50K
3503,36065,<=50K
3504,36066,<=50K
3505,36067,<=50K
3506,36068,<=50K
3507,36069,<=50K
3508,36070,<=50K
3509,36071,>50K
3510,36072,<=50K
3511,36073,>50K
3512,36074,<=50K
3513,36075,<=50K
3514,36076,<=50K
3515,36077,<=50K
3516,36078,<=50K
3517,36079,<=50K
3518,36080,>50K
3519,36081,<=50K
3520,36082,<=50K
3521,36083,<=50K
3522,36084,<=50K
3523,36085,<=50K
3524,36086,<=50K
3525,36087,<=50K
3526,36088,<=50K
3527,36089,<=50K
3528,36090,<=50K
3529,36091,<=50K
3530,36092,<=50K
3531,36093,>50K
3532,36094,<=50K
3533,36095,<=50K
3534,36096,<=50K
3535,36097,<=50K
3536,36098,>50K
3537,36099,<=50K
3538,36100,<=50K
3539,36101,<=50K
3540,36102,<=50K
3541,36103,<=50K
3542,36104,<=50K
3543,36105,<=50K
3544,36106,<=50K
3545,36107,<=50K
3546,36108,<=50K
3547,36109,<=50K
3548,36110,<=50K
3549,36111,<=50K
3550,36112,<=50K
3551,36113,<=50K
3552,36114,<=50K
3553,36115,<=50K
3554,36116,>50K
3555,36117,<=50K
3556,36118,<=50K
3557,36119,<=50K
3558,36120,<=50K
3559,36121,<=50K
3560,36122,<=50K
3561,36123,<=50K
3562,36124,<=50K
3563,36125,>50K
3564,36126,<=50K
3565,36127,>50K
3566,36128,<=50K
3567,36129,<=50K
3568,36130,>50K
3569,36131,<=50K
3570,36132,<=50K
3571,36133,<=50K
3572,36134,<=50K
3573,36135,<=50K
3574,36136,<=50K
3575,36137,>50K
3576,36138,<=50K
3577,36139,>50K
3578,36140,<=50K
3579,36141,<=50K
3580,36142,<=50K
3581,36143,<=50K
3582,36144,<=50K
3583,36145,>50K
3584,36146,<=50K
3585,36147,<=50K
3586,36148,<=50K
3587,36149,<=50K
3588,36150,<=50K
3589,36151,<=50K
3590,36152,<=50K
3591,36153,<=50K
3592,36154,<=50K
3593,36155,<=50K
3594,36156,<=50K
3595,36157,<=50K
3596,36158,<=50K
3597,36159,<=50K
3598,36160,<=50K
3599,36161,>50K
3600,36162,<=50K
3601,36163,<=50K
3602,36164,>50K
3603,36165,<=50K
3604,36166,<=50K
3605,36167,>50K
3606,36168,<=50K
3607,36169,>50K
3608,36170,<=50K
3609,36171,<=50K
3610,36172,<=50K
3611,36173,<=50K
3612,36174,<=50K
3613,36175,<=50K
3614,36176,<=50K
3615,36177,<=50K
3616,36178,>50K
3617,36179,<=50K
3618,36180,<=50K
3619,36181,<=50K
3620,36182,<=50K
3621,36183,<=50K
3622,36184,<=50K
3623,36185,>50K
3624,36186,<=50K
3625,36187,>50K
3626,36188,<=50K
3627,36189,<=50K
3628,36190,<=50K
3629,36191,<=50K
3630,36192,<=50K
3631,36193,<=50K
3632,36194,<=50K
3633,36195,<=50K
3634,36196,<=50K
3635,36197,<=50K
3636,36198,<=50K
3637,36199,>50K
3638,36200,<=50K
3639,36201,<=50K
3640,36202,>50K
3641,36203,<=50K
3642,36204,>50K
3643,36205,<=50K
3644,36206,<=50K
3645,36207,>50K
3646,36208,<=50K
3647,36209,<=50K
3648,36210,<=50K
3649,36211,<=50K
3650,36212,<=50K
3651,36213,<=50K
3652,36214,<=50K
3653,36215,<=50K
3654,36216,<=50K
3655,36217,<=50K
3656,36218,<=50K
3657,36219,<=50K
3658,36220,<=50K
3659,36221,<=50K
3660,36222,<=50K
3661,36223,<=50K
3662,36224,<=50K
3663,36225,<=50K
3664,36226,<=50K
3665,36227,<=50K
3666,36228,<=50K
3667,36229,<=50K
3668,36230,<=50K
3669,36231,<=50K
3670,36232,<=50K
3671,36233,<=50K
3672,36234,<=50K
3673,36235,<=50K
3674,36236,<=50K
3675,36237,<=50K
3676,36238,<=50K
3677,36239,<=50K
3678,36240,<=50K
3679,36241,<=50K
3680,36242,<=50K
3681,36243,<=50K
3682,36244,<=50K
3683,36245,<=50K
3684,36246,<=50K
3685,36247,<=50K
3686,36248,<=50K
3687,36249,<=50K
3688,36250,<=50K
3689,36251,<=50K
3690,36252,<=50K
3691,36253,<=50K
3692,36254,<=50K
3693,36255,<=50K
3694,36256,<=50K
3695,36257,<=50K
3696,36258,<=50K
3697,36259,<=50K
3698,36260,<=50K
3699,36261,>50K
3700,36262,<=50K
3701,36263,<=50K
3702,36264,<=50K
3703,36265,<=50K
3704,36266,<=50K
3705,36267,<=50K
3706,36268,<=50K
3707,36269,<=50K
3708,36270,<=50K
3709,36271,<=50K
3710,36272,<=50K
3711,36273,<=50K
3712,36274,<=50K
3713,36275,<=50K
3714,36276,<=50K
3715,36277,<=50K
3716,36278,<=50K
3717,36279,>50K
3718,36280,<=50K
3719,36281,<=50K
3720,36282,<=50K
3721,36283,<=50K
3722,36284,<=50K
3723,36285,<=50K
3724,36286,<=50K
3725,36287,<=50K
3726,36288,<=50K
3727,36289,<=50K
3728,36290,>50K
3729,36291,<=50K
3730,36292,<=50K
3731,36293,<=50K
3732,36294,<=50K
3733,36295,<=50K
3734,36296,<=50K
3735,36297,<=50K
3736,36298,<=50K
3737,36299,<=50K
3738,36300,<=50K
3739,36301,<=50K
3740,36302,<=50K
3741,36303,<=50K
3742,36304,<=50K
3743,36305,<=50K
3744,36306,<=50K
3745,36307,<=50K
3746,36308,<=50K
3747,36309,<=50K
3748,36310,<=50K
3749,36311,<=50K
3750,36312,<=50K
3751,36313,<=50K
3752,36314,<=50K
3753,36315,<=50K
3754,36316,>50K
3755,36317,<=50K
3756,36318,<=50K
3757,36319,<=50K
3758,36320,<=50K
3759,36321,<=50K
3760,36322,<=50K
3761,36323,<=50K
3762,36324,<=50K
3763,36325,<=50K
3764,36326,<=50K
3765,36327,<=50K
3766,36328,<=50K
3767,36329,<=50K
3768,36330,<=50K
3769,36331,<=50K
3770,36332,<=50K
3771,36333,<=50K
3772,36334,>50K
3773,36335,<=50K
3774,36336,<=50K
3775,36337,<=50K
3776,36338,<=50K
3777,36339,<=50K
3778,36340,<=50K
3779,36341,>50K
3780,36342,>50K
3781,36343,<=50K
3782,36344,<=50K
3783,36345,<=50K
3784,36346,<=50K
3785,36347,<=50K
3786,36348,<=50K
3787,36349,<=50K
3788,36350,<=50K
3789,36351,<=50K
3790,36352,<=50K
3791,36353,<=50K
3792,36354,<=50K
3793,36355,<=50K
3794,36356,>50K
3795,36357,<=50K
3796,36358,<=50K
3797,36359,<=50K
3798,36360,<=50K
3799,36361,>50K
3800,36362,<=50K
3801,36363,<=50K
3802,36364,<=50K
3803,36365,<=50K
3804,36366,<=50K
3805,36367,<=50K
3806,36368,<=50K
3807,36369,<=50K
3808,36370,<=50K
3809,36371,<=50K
3810,36372,<=50K
3811,36373,<=50K
3812,36374,<=50K
3813,36375,<=50K
3814,36376,<=50K
3815,36377,<=50K
3816,36378,<=50K
3817,36379,<=50K
3818,36380,<=50K
3819,36381,>50K
3820,36382,<=50K
3821,36383,<=50K
3822,36384,<=50K
3823,36385,<=50K
3824,36386,>50K
3825,36387,<=50K
3826,36388,<=50K
3827,36389,<=50K
3828,36390,<=50K
3829,36391,<=50K
3830,36392,<=50K
3831,36393,<=50K
3832,36394,<=50K
3833,36395,<=50K
3834,36396,>50K
3835,36397,<=50K
3836,36398,<=50K
3837,36399,<=50K
3838,36400,<=50K
3839,36401,<=50K
3840,36402,<=50K
3841,36403,<=50K
3842,36404,<=50K
3843,36405,<=50K
3844,36406,<=50K
3845,36407,<=50K
3846,36408,<=50K
3847,36409,<=50K
3848,36410,<=50K
3849,36411,<=50K
3850,36412,<=50K
3851,36413,<=50K
3852,36414,<=50K
3853,36415,<=50K
3854,36416,<=50K
3855,36417,<=50K
3856,36418,<=50K
3857,36419,<=50K
3858,36420,<=50K
3859,36421,<=50K
3860,36422,<=50K
3861,36423,>50K
3862,36424,<=50K
3863,36425,<=50K
3864,36426,<=50K
3865,36427,<=50K
3866,36428,>50K
3867,36429,<=50K
3868,36430,<=50K
3869,36431,<=50K
3870,36432,<=50K
3871,36433,<=50K
3872,36434,<=50K
3873,36435,<=50K
3874,36436,>50K
3875,36437,<=50K
3876,36438,<=50K
3877,36439,<=50K
3878,36440,<=50K
3879,36441,>50K
3880,36442,<=50K
3881,36443,<=50K
3882,36444,<=50K
3883,36445,<=50K
3884,36446,<=50K
3885,36447,<=50K
3886,36448,<=50K
3887,36449,<=50K
3888,36450,<=50K
3889,36451,<=50K
3890,36452,<=50K
3891,36453,<=50K
3892,36454,<=50K
3893,36455,<=50K
3894,36456,<=50K
3895,36457,<=50K
3896,36458,<=50K
3897,36459,<=50K
3898,36460,<=50K
3899,36461,<=50K
3900,36462,<=50K
3901,36463,<=50K
3902,36464,>50K
3903,36465,<=50K
3904,36466,<=50K
3905,36467,<=50K
3906,36468,<=50K
3907,36469,<=50K
3908,36470,<=50K
3909,36471,<=50K
3910,36472,<=50K
3911,36473,<=50K
3912,36474,<=50K
3913,36475,<=50K
3914,36476,<=50K
3915,36477,<=50K
3916,36478,<=50K
3917,36479,<=50K
3918,36480,<=50K
3919,36481,<=50K
3920,36482,<=50K
3921,36483,<=50K
3922,36484,<=50K
3923,36485,<=50K
3924,36486,<=50K
3925,36487,<=50K
3926,36488,<=50K
3927,36489,<=50K
3928,36490,<=50K
3929,36491,<=50K
3930,36492,<=50K
3931,36493,<=50K
3932,36494,<=50K
3933,36495,>50K
3934,36496,<=50K
3935,36497,>50K
3936,36498,<=50K
3937,36499,<=50K
3938,36500,<=50K
3939,36501,<=50K
3940,36502,<=50K
3941,36503,<=50K
3942,36504,>50K
3943,36505,>50K
3944,36506,<=50K
3945,36507,<=50K
3946,36508,<=50K
3947,36509,<=50K
3948,36510,<=50K
3949,36511,<=50K
3950,36512,<=50K
3951,36513,<=50K
3952,36514,>50K
3953,36515,<=50K
3954,36516,<=50K
3955,36517,<=50K
3956,36518,<=50K
3957,36519,<=50K
3958,36520,<=50K
3959,36521,<=50K
3960,36522,<=50K
3961,36523,<=50K
3962,36524,<=50K
3963,36525,<=50K
3964,36526,<=50K
3965,36527,<=50K
3966,36528,>50K
3967,36529,<=50K
3968,36530,>50K
3969,36531,<=50K
3970,36532,<=50K
3971,36533,<=50K
3972,36534,<=50K
3973,36535,<=50K
3974,36536,>50K
3975,36537,<=50K
3976,36538,<=50K
3977,36539,<=50K
3978,36540,<=50K
3979,36541,<=50K
3980,36542,<=50K
3981,36543,<=50K
3982,36544,<=50K
3983,36545,<=50K
3984,36546,<=50K
3985,36547,<=50K
3986,36548,<=50K
3987,36549,>50K
3988,36550,<=50K
3989,36551,>50K
3990,36552,<=50K
3991,36553,<=50K
3992,36554,<=50K
3993,36555,<=50K
3994,36556,<=50K
3995,36557,<=50K
3996,36558,<=50K
3997,36559,<=50K
3998,36560,>50K
3999,36561,<=50K
4000,36562,<=50K
4001,36563,<=50K
4002,36564,<=50K
4003,36565,<=50K
4004,36566,<=50K
4005,36567,<=50K
4006,36568,<=50K
4007,36569,<=50K
4008,36570,<=50K
4009,36571,<=50K
4010,36572,<=50K
4011,36573,>50K
4012,36574,<=50K
4013,36575,<=50K
4014,36576,<=50K
4015,36577,>50K
4016,36578,>50K
4017,36579,<=50K
4018,36580,<=50K
4019,36581,>50K
4020,36582,<=50K
4021,36583,<=50K
4022,36584,<=50K
4023,36585,<=50K
4024,36586,<=50K
4025,36587,<=50K
4026,36588,<=50K
4027,36589,<=50K
4028,36590,>50K
4029,36591,<=50K
4030,36592,<=50K
4031,36593,<=50K
4032,36594,<=50K
4033,36595,<=50K
4034,36596,<=50K
4035,36597,<=50K
4036,36598,<=50K
4037,36599,<=50K
4038,36600,<=50K
4039,36601,<=50K
4040,36602,<=50K
4041,36603,<=50K
4042,36604,>50K
4043,36605,<=50K
4044,36606,<=50K
4045,36607,<=50K
4046,36608,<=50K
4047,36609,<=50K
4048,36610,<=50K
4049,36611,<=50K
4050,36612,<=50K
4051,36613,<=50K
4052,36614,<=50K
4053,36615,<=50K
4054,36616,<=50K
4055,36617,<=50K
4056,36618,<=50K
4057,36619,<=50K
4058,36620,<=50K
4059,36621,<=50K
4060,36622,<=50K
4061,36623,<=50K
4062,36624,<=50K
4063,36625,<=50K
4064,36626,<=50K
4065,36627,>50K
4066,36628,<=50K
4067,36629,<=50K
4068,36630,>50K
4069,36631,<=50K
4070,36632,<=50K
4071,36633,<=50K
4072,36634,<=50K
4073,36635,<=50K
4074,36636,<=50K
4075,36637,<=50K
4076,36638,<=50K
4077,36639,<=50K
4078,36640,<=50K
4079,36641,<=50K
4080,36642,<=50K
4081,36643,<=50K
4082,36644,>50K
4083,36645,<=50K
4084,36646,<=50K
4085,36647,<=50K
4086,36648,<=50K
4087,36649,<=50K
4088,36650,<=50K
4089,36651,>50K
4090,36652,<=50K
4091,36653,<=50K
4092,36654,<=50K
4093,36655,<=50K
4094,36656,<=50K
4095,36657,<=50K
4096,36658,<=50K
4097,36659,<=50K
4098,36660,<=50K
4099,36661,<=50K
4100,36662,<=50K
4101,36663,<=50K
4102,36664,>50K
4103,36665,<=50K
4104,36666,<=50K
4105,36667,<=50K
4106,36668,<=50K
4107,36669,<=50K
4108,36670,<=50K
4109,36671,<=50K
4110,36672,<=50K
4111,36673,<=50K
4112,36674,<=50K
4113,36675,<=50K
4114,36676,<=50K
4115,36677,>50K
4116,36678,<=50K
4117,36679,<=50K
4118,36680,<=50K
4119,36681,<=50K
4120,36682,<=50K
4121,36683,<=50K
4122,36684,<=50K
4123,36685,<=50K
4124,36686,<=50K
4125,36687,<=50K
4126,36688,<=50K
4127,36689,<=50K
4128,36690,<=50K
4129,36691,<=50K
4130,36692,>50K
4131,36693,<=50K
4132,36694,<=50K
4133,36695,<=50K
4134,36696,>50K
4135,36697,<=50K
4136,36698,<=50K
4137,36699,<=50K
4138,36700,<=50K
4139,36701,<=50K
4140,36702,<=50K
4141,36703,<=50K
4142,36704,<=50K
4143,36705,<=50K
4144,36706,<=50K
4145,36707,<=50K
4146,36708,<=50K
4147,36709,<=50K
4148,36710,<=50K
4149,36711,<=50K
4150,36712,<=50K
4151,36713,>50K
4152,36714,<=50K
4153,36715,<=50K
4154,36716,<=50K
4155,36717,<=50K
4156,36718,<=50K
4157,36719,<=50K
4158,36720,<=50K
4159,36721,>50K
4160,36722,>50K
4161,36723,>50K
4162,36724,>50K
4163,36725,<=50K
4164,36726,<=50K
4165,36727,<=50K
4166,36728,>50K
4167,36729,<=50K
4168,36730,<=50K
4169,36731,<=50K
4170,36732,<=50K
4171,36733,<=50K
4172,36734,>50K
4173,36735,<=50K
4174,36736,<=50K
4175,36737,<=50K
4176,36738,<=50K
4177,36739,<=50K
4178,36740,<=50K
4179,36741,<=50K
4180,36742,<=50K
4181,36743,<=50K
4182,36744,<=50K
4183,36745,<=50K
4184,36746,<=50K
4185,36747,<=50K
4186,36748,>50K
4187,36749,<=50K
4188,36750,>50K
4189,36751,<=50K
4190,36752,<=50K
4191,36753,<=50K
4192,36754,<=50K
4193,36755,<=50K
4194,36756,<=50K
4195,36757,<=50K
4196,36758,<=50K
4197,36759,<=50K
4198,36760,<=50K
4199,36761,<=50K
4200,36762,<=50K
4201,36763,<=50K
4202,36764,<=50K
4203,36765,<=50K
4204,36766,<=50K
4205,36767,>50K
4206,36768,<=50K
4207,36769,<=50K
4208,36770,<=50K
4209,36771,<=50K
4210,36772,>50K
4211,36773,<=50K
4212,36774,<=50K
4213,36775,<=50K
4214,36776,<=50K
4215,36777,<=50K
4216,36778,<=50K
4217,36779,<=50K
4218,36780,<=50K
4219,36781,>50K
4220,36782,<=50K
4221,36783,<=50K
4222,36784,<=50K
4223,36785,<=50K
4224,36786,<=50K
4225,36787,<=50K
4226,36788,<=50K
4227,36789,>50K
4228,36790,<=50K
4229,36791,<=50K
4230,36792,<=50K
4231,36793,<=50K
4232,36794,<=50K
4233,36795,<=50K
4234,36796,<=50K
4235,36797,<=50K
4236,36798,<=50K
4237,36799,<=50K
4238,36800,<=50K
4239,36801,<=50K
4240,36802,<=50K
4241,36803,<=50K
4242,36804,<=50K
4243,36805,<=50K
4244,36806,<=50K
4245,36807,<=50K
4246,36808,<=50K
4247,36809,<=50K
4248,36810,<=50K
4249,36811,<=50K
4250,36812,<=50K
4251,36813,>50K
4252,36814,<=50K
4253,36815,>50K
4254,36816,<=50K
4255,36817,<=50K
4256,36818,<=50K
4257,36819,<=50K
4258,36820,<=50K
4259,36821,<=50K
4260,36822,<=50K
4261,36823,<=50K
4262,36824,>50K
4263,36825,<=50K
4264,36826,>50K
4265,36827,>50K
4266,36828,<=50K
4267,36829,<=50K
4268,36830,<=50K
4269,36831,>50K
4270,36832,<=50K
4271,36833,<=50K
4272,36834,>50K
4273,36835,<=50K
4274,36836,<=50K
4275,36837,>50K
4276,36838,<=50K
4277,36839,<=50K
4278,36840,<=50K
4279,36841,>50K
4280,36842,>50K
4281,36843,<=50K
4282,36844,>50K
4283,36845,<=50K
4284,36846,<=50K
4285,36847,<=50K
4286,36848,<=50K
4287,36849,<=50K
4288,36850,<=50K
4289,36851,<=50K
4290,36852,<=50K
4291,36853,>50K
4292,36854,>50K
4293,36855,<=50K
4294,36856,<=50K
4295,36857,<=50K
4296,36858,<=50K
4297,36859,<=50K
4298,36860,<=50K
4299,36861,>50K
4300,36862,<=50K
4301,36863,<=50K
4302,36864,<=50K
4303,36865,<=50K
4304,36866,<=50K
4305,36867,<=50K
4306,36868,>50K
4307,36869,<=50K
4308,36870,<=50K
4309,36871,<=50K
4310,36872,<=50K
4311,36873,<=50K
4312,36874,<=50K
4313,36875,>50K
4314,36876,<=50K
4315,36877,>50K
4316,36878,<=50K
4317,36879,<=50K
4318,36880,>50K
4319,36881,<=50K
4320,36882,<=50K
4321,36883,<=50K
4322,36884,<=50K
4323,36885,<=50K
4324,36886,>50K
4325,36887,<=50K
4326,36888,<=50K
4327,36889,<=50K
4328,36890,<=50K
4329,36891,<=50K
4330,36892,<=50K
4331,36893,<=50K
4332,36894,<=50K
4333,36895,<=50K
4334,36896,<=50K
4335,36897,<=50K
4336,36898,<=50K
4337,36899,<=50K
4338,36900,>50K
4339,36901,<=50K
4340,36902,<=50K
4341,36903,<=50K
4342,36904,<=50K
4343,36905,>50K
4344,36906,<=50K
4345,36907,<=50K
4346,36908,<=50K
4347,36909,>50K
4348,36910,<=50K
4349,36911,<=50K
4350,36912,<=50K
4351,36913,<=50K
4352,36914,<=50K
4353,36915,<=50K
4354,36916,<=50K
4355,36917,<=50K
4356,36918,<=50K
4357,36919,<=50K
4358,36920,<=50K
4359,36921,>50K
4360,36922,<=50K
4361,36923,<=50K
4362,36924,<=50K
4363,36925,<=50K
4364,36926,<=50K
4365,36927,<=50K
4366,36928,<=50K
4367,36929,<=50K
4368,36930,<=50K
4369,36931,<=50K
4370,36932,>50K
4371,36933,>50K
4372,36934,<=50K
4373,36935,<=50K
4374,36936,<=50K
4375,36937,<=50K
4376,36938,<=50K
4377,36939,<=50K
4378,36940,<=50K
4379,36941,<=50K
4380,36942,<=50K
4381,36943,<=50K
4382,36944,<=50K
4383,36945,<=50K
4384,36946,<=50K
4385,36947,<=50K
4386,36948,<=50K
4387,36949,<=50K
4388,36950,<=50K
4389,36951,<=50K
4390,36952,>50K
4391,36953,<=50K
4392,36954,<=50K
4393,36955,>50K
4394,36956,<=50K
4395,36957,<=50K
4396,36958,>50K
4397,36959,<=50K
4398,36960,<=50K
4399,36961,<=50K
4400,36962,<=50K
4401,36963,<=50K
4402,36964,<=50K
4403,36965,<=50K
4404,36966,>50K
4405,36967,<=50K
4406,36968,<=50K
4407,36969,<=50K
4408,36970,<=50K
4409,36971,<=50K
4410,36972,<=50K
4411,36973,<=50K
4412,36974,<=50K
4413,36975,<=50K
4414,36976,<=50K
4415,36977,<=50K
4416,36978,<=50K
4417,36979,<=50K
4418,36980,>50K
4419,36981,<=50K
4420,36982,<=50K
4421,36983,<=50K
4422,36984,<=50K
4423,36985,>50K
4424,36986,<=50K
4425,36987,<=50K
4426,36988,<=50K
4427,36989,<=50K
4428,36990,<=50K
4429,36991,<=50K
4430,36992,<=50K
4431,36993,<=50K
4432,36994,<=50K
4433,36995,<=50K
4434,36996,<=50K
4435,36997,<=50K
4436,36998,<=50K
4437,36999,<=50K
4438,37000,<=50K
4439,37001,<=50K
4440,37002,<=50K
4441,37003,<=50K
4442,37004,<=50K
4443,37005,<=50K
4444,37006,<=50K
4445,37007,<=50K
4446,37008,<=50K
4447,37009,<=50K
4448,37010,<=50K
4449,37011,<=50K
4450,37012,<=50K
4451,37013,<=50K
4452,37014,<=50K
4453,37015,<=50K
4454,37016,<=50K
4455,37017,<=50K
4456,37018,>50K
4457,37019,<=50K
4458,37020,<=50K
4459,37021,>50K
4460,37022,>50K
4461,37023,<=50K
4462,37024,<=50K
4463,37025,<=50K
4464,37026,<=50K
4465,37027,>50K
4466,37028,<=50K
4467,37029,<=50K
4468,37030,<=50K
4469,37031,<=50K
4470,37032,<=50K
4471,37033,<=50K
4472,37034,<=50K
4473,37035,<=50K
4474,37036,<=50K
4475,37037,<=50K
4476,37038,<=50K
4477,37039,<=50K
4478,37040,>50K
4479,37041,<=50K
4480,37042,<=50K
4481,37043,<=50K
4482,37044,>50K
4483,37045,<=50K
4484,37046,<=50K
4485,37047,<=50K
4486,37048,<=50K
4487,37049,<=50K
4488,37050,<=50K
4489,37051,<=50K
4490,37052,<=50K
4491,37053,<=50K
4492,37054,<=50K
4493,37055,<=50K
4494,37056,<=50K
4495,37057,<=50K
4496,37058,<=50K
4497,37059,<=50K
4498,37060,>50K
4499,37061,<=50K
4500,37062,<=50K
4501,37063,<=50K
4502,37064,<=50K
4503,37065,<=50K
4504,37066,<=50K
4505,37067,>50K
4506,37068,<=50K
4507,37069,<=50K
4508,37070,<=50K
4509,37071,<=50K
4510,37072,<=50K
4511,37073,<=50K
4512,37074,<=50K
4513,37075,>50K
4514,37076,<=50K
4515,37077,<=50K
4516,37078,<=50K
4517,37079,<=50K
4518,37080,<=50K
4519,37081,<=50K
4520,37082,<=50K
4521,37083,<=50K
4522,37084,>50K
4523,37085,<=50K
4524,37086,<=50K
4525,37087,<=50K
4526,37088,<=50K
4527,37089,<=50K
4528,37090,<=50K
4529,37091,<=50K
4530,37092,<=50K
4531,37093,<=50K
4532,37094,<=50K
4533,37095,<=50K
4534,37096,<=50K
4535,37097,<=50K
4536,37098,<=50K
4537,37099,<=50K
4538,37100,<=50K
4539,37101,<=50K
4540,37102,>50K
4541,37103,<=50K
4542,37104,<=50K
4543,37105,<=50K
4544,37106,<=50K
4545,37107,<=50K
4546,37108,<=50K
4547,37109,<=50K
4548,37110,>50K
4549,37111,<=50K
4550,37112,<=50K
4551,37113,<=50K
4552,37114,<=50K
4553,37115,<=50K
4554,37116,<=50K
4555,37117,<=50K
4556,37118,<=50K
4557,37119,<=50K
4558,37120,<=50K
4559,37121,<=50K
4560,37122,>50K
4561,37123,<=50K
4562,37124,<=50K
4563,37125,<=50K
4564,37126,<=50K
4565,37127,>50K
4566,37128,<=50K
4567,37129,<=50K
4568,37130,<=50K
4569,37131,<=50K
4570,37132,>50K
4571,37133,<=50K
4572,37134,<=50K
4573,37135,<=50K
4574,37136,<=50K
4575,37137,<=50K
4576,37138,<=50K
4577,37139,<=50K
4578,37140,<=50K
4579,37141,<=50K
4580,37142,<=50K
4581,37143,<=50K
4582,37144,<=50K
4583,37145,<=50K
4584,37146,<=50K
4585,37147,<=50K
4586,37148,<=50K
4587,37149,<=50K
4588,37150,<=50K
4589,37151,<=50K
4590,37152,<=50K
4591,37153,>50K
4592,37154,<=50K
4593,37155,<=50K
4594,37156,<=50K
4595,37157,<=50K
4596,37158,<=50K
4597,37159,<=50K
4598,37160,<=50K
4599,37161,<=50K
4600,37162,<=50K
4601,37163,<=50K
4602,37164,<=50K
4603,37165,<=50K
4604,37166,<=50K
4605,37167,>50K
4606,37168,<=50K
4607,37169,<=50K
4608,37170,<=50K
4609,37171,<=50K
4610,37172,>50K
4611,37173,<=50K
4612,37174,<=50K
4613,37175,<=50K
4614,37176,>50K
4615,37177,<=50K
4616,37178,<=50K
4617,37179,<=50K
4618,37180,<=50K
4619,37181,<=50K
4620,37182,>50K
4621,37183,<=50K
4622,37184,<=50K
4623,37185,<=50K
4624,37186,<=50K
4625,37187,<=50K
4626,37188,<=50K
4627,37189,<=50K
4628,37190,<=50K
4629,37191,<=50K
4630,37192,<=50K
4631,37193,<=50K
4632,37194,<=50K
4633,37195,<=50K
4634,37196,<=50K
4635,37197,<=50K
4636,37198,<=50K
4637,37199,<=50K
4638,37200,<=50K
4639,37201,<=50K
4640,37202,<=50K
4641,37203,<=50K
4642,37204,>50K
4643,37205,<=50K
4644,37206,<=50K
4645,37207,<=50K
4646,37208,<=50K
4647,37209,<=50K
4648,37210,<=50K
4649,37211,<=50K
4650,37212,>50K
4651,37213,<=50K
4652,37214,<=50K
4653,37215,<=50K
4654,37216,<=50K
4655,37217,<=50K
4656,37218,<=50K
4657,37219,<=50K
4658,37220,<=50K
4659,37221,<=50K
4660,37222,<=50K
4661,37223,<=50K
4662,37224,<=50K
4663,37225,<=50K
4664,37226,<=50K
4665,37227,<=50K
4666,37228,<=50K
4667,37229,<=50K
4668,37230,<=50K
4669,37231,<=50K
4670,37232,<=50K
4671,37233,>50K
4672,37234,<=50K
4673,37235,<=50K
4674,37236,>50K
4675,37237,<=50K
4676,37238,<=50K
4677,37239,<=50K
4678,37240,<=50K
4679,37241,<=50K
4680,37242,<=50K
4681,37243,<=50K
4682,37244,<=50K
4683,37245,<=50K
4684,37246,<=50K
4685,37247,<=50K
4686,37248,<=50K
4687,37249,<=50K
4688,37250,<=50K
4689,37251,<=50K
4690,37252,<=50K
4691,37253,<=50K
4692,37254,>50K
4693,37255,<=50K
4694,37256,<=50K
4695,37257,<=50K
4696,37258,<=50K
4697,37259,<=50K
4698,37260,>50K
4699,37261,<=50K
4700,37262,<=50K
4701,37263,<=50K
4702,37264,<=50K
4703,37265,>50K
4704,37266,<=50K
4705,37267,<=50K
4706,37268,<=50K
4707,37269,<=50K
4708,37270,<=50K
4709,37271,<=50K
4710,37272,<=50K
4711,37273,<=50K
4712,37274,<=50K
4713,37275,<=50K
4714,37276,<=50K
4715,37277,<=50K
4716,37278,<=50K
4717,37279,<=50K
4718,37280,<=50K
4719,37281,<=50K
4720,37282,<=50K
4721,37283,<=50K
4722,37284,<=50K
4723,37285,<=50K
4724,37286,<=50K
4725,37287,<=50K
4726,37288,<=50K
4727,37289,<=50K
4728,37290,<=50K
4729,37291,<=50K
4730,37292,<=50K
4731,37293,<=50K
4732,37294,<=50K
4733,37295,<=50K
4734,37296,<=50K
4735,37297,<=50K
4736,37298,<=50K
4737,37299,<=50K
4738,37300,<=50K
4739,37301,<=50K
4740,37302,<=50K
4741,37303,<=50K
4742,37304,<=50K
4743,37305,<=50K
4744,37306,<=50K
4745,37307,<=50K
4746,37308,<=50K
4747,37309,<=50K
4748,37310,<=50K
4749,37311,<=50K
4750,37312,<=50K
4751,37313,<=50K
4752,37314,<=50K
4753,37315,<=50K
4754,37316,<=50K
4755,37317,<=50K
4756,37318,<=50K
4757,37319,<=50K
4758,37320,<=50K
4759,37321,<=50K
4760,37322,<=50K
4761,37323,<=50K
4762,37324,<=50K
4763,37325,<=50K
4764,37326,<=50K
4765,37327,<=50K
4766,37328,<=50K
4767,37329,<=50K
4768,37330,<=50K
4769,37331,<=50K
4770,37332,<=50K
4771,37333,<=50K
4772,37334,<=50K
4773,37335,<=50K
4774,37336,<=50K
